order_id,payment_sequential,payment_type_id,payment_installments,payment_value
6d888f8abd52d2a117f3d9844510d2d2a,1,2,1,46.6
644e4fc3f5cdee08df44f2534319fac8a,1,1,10,282.47
5aa65dc27dd9c4e4d81ec84ead95feb2a,1,1,2,198.46
0b3ca8c9e3b3199306adb467fcd0e982a,1,2,1,85.71
dbb7c264b7caf9353bda0d1eafc4322ca,1,1,10,844.82
b0fc04e9a0f041eda1412e119b4046b4a,1,2,1,98.64
dbebf60e0907d4124719fe7a872e7694a,1,1,4,44.3
1323da2fac3c4ba9cee60f86d170f816a,1,1,5,127.51
a96ff70398f289756fde50d1e0ed62bba,1,1,8,234.89
25ebb07a1069a75d3cb9baf0a94f22d0a,1,1,8,201.42
24ad06b906180974c449ff61e10cc618a,1,1,1,143.67
3c4401b17854071a9f4cf7a4d017fe3aa,1,1,4,128.95
0645b256ee8f4939ae426819da55488ca,1,3,1,20.38
eb5063779e537e3b04fb1f0a50774ffba,1,1,3,224.05
dd1b512cf445a2e1d58c294c4d5093e2a,1,2,1,219.48
f357366b4ead4d267e1dbc2454e4a475a,1,2,1,69.63
740f8abb6f201b7c667c76ec32c2a94ba,1,1,8,223.19
a9f77c0325604197d9a0048d0dcad33fa,1,2,1,78.67
238652e39c5fdf89a8fd44776f532501a,1,2,1,138.15
82b6dbd2e82b747fa17ab0d7c715fe73a,1,1,10,112.42
06a31d324c43e3350e4a83fb663c151aa,1,2,1,152.72
162f8986e2cc7a5fca25fd4be685b98da,1,1,8,87.88
24090634aff3af5ea0cbdbffc4a3e143a,1,1,6,133.9
df89b9f16503a80016dd955b0929ee3aa,1,1,5,58.28
48db59db0fa80043cb67ca9990c96b4ba,1,1,6,148.2
4f1583d080fe1eec5e509335d79b17c6a,1,1,3,194.88
a6c422d2b642708cb8aabe049013a49ea,1,1,4,86.37
6a246b3a7847ecd748e7b26e64256c0ea,1,1,2,196.45
67ad8e83f26ed7bac15a552eecc412cba,1,1,7,70.89
08d3b6ee17b7cb32e530f4488c3f6abfa,1,1,5,51.56
c26ab0b30d07987314b27778194f020ba,1,2,1,329.16
54d48dcc8e5eb73b1f3f3f560fdaebeca,1,3,1,42.06
0c89556cf6859f7e4b104f2883aa1b97a,1,1,1,101.86
1bc6f68ff248f7bf9856f60c4c43b8a5a,1,1,2,70.89
f8d8215245fbbc9a2d8a4b94ec2ba540a,1,1,3,181.84
43bdbd9dc0931d72befdf4765af6c442a,1,2,1,3406.47
f6cc9e6914d9aa4fd5dc1d380ca571a7a,1,1,10,527.12
fa3bef56b181acc039313f37d131a068a,1,1,6,70.52
3a1bb0dc36e0f0989d1482a7c1947de9a,1,1,3,187.8
be68a2bd0ec703cf10253c611bfda5d4a,1,2,1,85.81
b72afa4aad9d75e39c6edeb6141a3a7ba,1,1,1,44.47
67f670a054ac14e6ef48f72e6c77c4e8a,1,2,1,85.81
0d17115bd61c612a87f11a25e904f8fca,1,1,1,244.95
db103a5891ce37dbf3a84d9273f55dbea,1,1,3,169.32
a593e3fb1608a34cd19aabbebc709931a,1,1,1,118.65
13ea512ec6905271a81b450e551b62a8a,1,1,2,195.86
e7e97097190c7e6de76b0a975220e133a,1,1,2,50.32
5fd5c981a4232eaced70a8003d560243a,2,3,1,54.13
ddc6156f6a074fb9937e7f079dd758d3a,1,2,1,96.42
4634ad13b4414c83524f5efb0ef21a0ba,1,1,8,114.77
5e170986cfd279084c6f2789545aad28a,1,1,3,238.59
5874a902f1718385ee6ec11b4745d642a,1,2,1,59.09
e99a451628b46086835d5da0bd58c932a,1,1,1,69.62
afcb8a93dec4243dbcf29ed98e5b0d4ba,1,2,1,53.37
b207eee235e171e984b26af758b388d3a,1,1,4,213.9
1e57bb5d95b6233ac77353120c7c23f6a,1,1,5,247.5
47d8487055416af863e81cb7f28f4f19a,1,1,6,117.45
5e981569f5835c96e4b288363b3b8f63a,1,1,3,182.81
37171240b533064451dd9e3f15e36c9ea,1,2,1,65.33
664141bb6dcd20117425954f2bae35caa,1,1,3,91.92
fbc32bc4a800352a5c9d8a57828b4727a,1,1,10,183.22
dd42be32e12fb6ede27f5debb852e94aa,1,1,3,164.32
4f43220e9c5dadd3274d4458b281231ea,1,1,6,62.65
00f426c7214575822c3cb44ea59ef0f6a,1,4,1,94.65
3b43a1faa9745dfcd8ef87937f4cab08a,1,1,5,94.74
5c5a8c9c0e8a30b697d7cea5123db572a,1,1,2,85.54
61ce184c1c73abf33b18c98b0dff1229a,1,1,6,99.65
aefd94f1b5fb4acfd62eaf1264846946a,1,1,3,369.28
790e4dbb16093464e8d8e26035df5523a,1,1,2,133.91
559e95307dd31619f52fde406925e840a,1,1,3,152.03
1c1f0315904930fe04e649a6eb20c4e4a,1,1,1,145.95
ffe0d6b7d4772a7380978ef7f0885b89a,1,2,1,83.32
64ec5cf30ebdfb09f6c023919646545fa,1,2,1,381.59
ca64208b67f4cb6e1503818a3317485fa,1,1,1,87.5
86f67a35fe1b268a04dab03c7cbdb333a,1,1,1,164.63
c171a641ce5deb8a4f8ec640d78dde03a,1,1,2,185.86
4018616cbec654d2b729f55e01242301a,1,2,1,35.14
4ac122e6ce71a07175e5bf2551f02c40a,1,1,1,97.52
5dbdb8a54c3c54da706c4b123ea075bca,1,1,1,52.43
7f579a347e00ac4d36c143a5969e5189a,1,2,1,28.03
39c41eff1afea8c296062328350b9ab9a,1,1,2,38.14
226bc0c2f038af61a10705e253ef0d6aa,1,1,1,62.9
58941328547eb733f03a9d179aa7313ca,1,1,6,143.76
9c41b4f492e766fc38f8df3e60c4e144a,1,1,2,142.67
427911f3c5b426df742d7d17cb9424bba,1,1,7,1759.26
495f56726168b6a736cc1220b7d49be1a,1,4,1,210.42
49e86652f7ea8a48b2306abdd5aa5708a,1,1,4,375.53
3cc9d3f8dca39fc7c29d082e1197b488a,1,1,2,94.74
7146211691a9d909e75c0b7458b1e125a,1,1,10,205.5
b8e766640caca231ccff0ad5eed8d976a,1,1,1,35.73
897885c5e0c8df643675e163c1af79f8a,1,1,1,58.59
67e54a5ddb5e864b3ca5442f999b55eda,1,2,1,230.49
bff370f6b528410596f33e9bb8ccae83a,1,1,1,22.38
c75acba615d2db29345327974641467da,1,1,3,111.89
c05a5defefe139269bfc13a22fbe8543a,1,1,6,133.17
6f54e5fd939df1228bb8df39c2f1341ea,1,1,6,777.87
853e167f64c749528b3b531bef12850ca,1,1,5,253.26
263f3f7d242662e761668500f88a6e92a,1,2,1,57.99
3e08eeb1c28dd17c084f4c0924104e20a,1,1,6,334.76
756e1225dfaad77b4be2985df1ad2a31a,1,1,3,52.57
7f1159c14b23fc83c21b4c3af15c092aa,1,1,4,154.28
f9d6e36d6c09ef9acae870b642100f11a,1,1,6,176.2
38abfeb6bcb069a97c3d5e8100f94715a,1,4,1,123.49
40ccf6af09b0aadbf3e2710fb2f17715a,1,1,3,324.04
70bd1eb0a425533fa100afb2a4f26a98a,1,1,3,83.12
fafc6736ffc73023e2685c30aa3822c2a,1,1,2,84.05
9eb075cc33882ff5997d289a55aab488a,1,1,1,198.16
9b015744ffb8748e8888aa87144186a1a,1,1,2,390.69
d7a4dd36126c5376d72caabe9d482682a,1,1,7,78.51
20512b4674a770930ecdcd3634e64cbea,1,2,1,27.46
7073be83c3247747c26a69d5a689edbfa,1,1,2,62.45
a2c42a4aedf58c7e3ff500cb584a9859a,1,1,6,91.21
199c544290f4c34265e9b01c137baecda,1,1,1,82.68
b9bb886788ba323922f55f604ba5ff5ea,1,1,10,536.6
42c8c432478c96a21d6b78c5350ccd28a,1,1,10,420.53
466d522fb7208d4e9df25324ed81dd7ca,1,3,1,49.14
4fab84dd561f10bb9c98293f34d749faa,1,1,2,76.41
df08ff51513e6a2f36ead7c4d31ea894a,1,1,2,42.77
92f21edc7e69a84e3e521e9adc7c83b8a,1,1,1,234.6
c53650d065ed0639a5181397ce08c423a,1,1,1,137.27
172f9fee6f5a8b311968d1c27b336438a,1,2,1,48.43
ba4de00b613fe6fce59f7c7d81e49056a,1,1,1,46.8
b1b42afa1e73f34f90872f5f1ec48391a,1,1,6,584.08
6727a4e9eed7135cefc6d0f9de7f88a3a,1,1,1,128
51a6c901712ba9639464fa07a52b4fa2a,1,1,1,23.84
db55add8b42eee4c281c016ab8a5fc05a,1,1,1,72.98
9fc6faedaf0973bdddea7d2672e71923a,1,1,1,206.39
1d6960313e1efe2dbdc3ce9efc796024a,1,2,1,96.55
52b6657a05a886dd78d180e8d2f29ae8a,1,1,4,228.25
f3de0893c636179ae92136f971523452a,1,1,8,1841.11
5155cd41b25ed06d61986aeec0677c59a,1,1,1,188.89
61c52217b9686dbe5382a3affae85cfca,1,1,2,78.11
d793a2f7a07ce993cbdd2d6ffac8972ea,1,1,2,158.85
65c103df35abbe57462ae508a41fe3a3a,1,4,1,139.1
460cef6c65eb7c4ab96f05d1c6846293a,1,1,4,96.89
994e1f4a0a62e1dea607edbf63528bcba,1,1,4,141.94
975314569c698f3bd86f7f7013f19acfa,1,1,8,98.83
6a7a221820715f6d872f967311d9e23da,1,1,3,68.32
ef91935d3286023b33bb5020a3b26998a,1,3,1,73.05
41953608ebba26ffc747bfd944c6245da,1,2,1,78.55
9e98bdb07065bc0ef966530ecdc91ec9a,1,1,5,267.97
de219f100ebdbdc4ee87a9fa074489c8a,1,1,1,40.17
2d7259ea0267605a75c5d2a55c1470bda,1,1,1,89.3
581ca172b817d8c5626a66b8cbfe11e7a,1,2,1,178.9
d974607c57ca915767ed00355b0a7bcba,1,2,1,158.79
761504d99664606c4c83458bc89144a2a,1,1,8,416.86
68da13c8f4ec09d2e31633d8ea16c15ea,1,2,1,515.28
fc228341a432574ff5641358fba213c9a,1,1,1,23.28
34280c3bc1c50403f0f1d4b272565256a,1,1,6,155.06
5c16fa790786ce85165190a91ebc6f85a,1,1,1,85.5
465a271ded1329037fb92a87a725c131a,1,1,1,44.18
a631b4515c67c5d6bb0555df14875938a,1,1,1,73.38
18c9ffd31feb9e895c186827f10f53bfa,1,1,4,42.19
3505a2f5fdc9c1c19d2eea9bfdac56c4a,1,1,1,89.17
68e662b62c58ff7ef4002836145d6461a,1,1,2,22.19
3f728c09846bd39666acf05416a9fefaa,1,1,3,690.88
b47e99738e09a5fbc57553b59ad7380ca,1,1,2,234.22
3a0ae60d56c22367fb5e1f77bd8232e8a,1,1,2,215.58
4783b2e1f4ace7d91d01803014cdeb2ca,1,1,2,50.43
995cb1fde464cb3683cf2902d8827a13a,1,1,1,563.28
6260b8b7e35f7b2163df6a9eb133a072a,1,1,10,2082.36
de64325a3ec242c2264f553d946274aea,1,1,3,235.23
dd12f57a8bc06b6105b3e8c0c1bdbabda,1,1,2,75.68
56069689ce24a3bafc1bcc3333744b24a,1,1,5,539.37
56e2e07e6e0f8e73a5f1c73bcb74f270a,1,1,2,141.78
475066321e4cc5faaa72747dcbda1804a,1,1,4,227.01
f4c004e98b41b61d8b656fed541bbd99a,1,1,1,33
479b6ef981f240df12226a5ba0abffefa,1,1,3,140.45
30f194c174d82e186f42f7607318a566a,1,1,7,70.89
1a1b532e9fc48a702923b8ef014735e9a,1,1,1,139.24
22ef9d3714207d9a803bd9acb19fd0cba,1,2,1,173.26
08fa939ba176d6eb8430ef2990a68245a,1,2,1,89.8
0e1501cd30758f584d1fa67cc6f9493aa,1,2,1,136.79
cbbf61b366cb1ca7a9f9b954e8f345b5a,1,4,1,27.09
0b4d60b8c7aa289e337094f0fb7ec296a,1,2,1,269.25
18e82a9a005e7ca6f3811d4a46e1567da,1,1,2,123.76
f23a4132d42810c7f591d372282ae3eba,1,1,1,88.28
9a1be11e9a732a340c3bec3b390debeba,1,2,1,57.37
f3e80ce79cc543e78b626ae391d7ee5aa,1,2,1,77.24
f4a57c9bbd289035265ad3354ccaa345a,1,1,4,181.84
46b54803053a4980508c20a1927bd9aba,1,1,7,141.12
442c441e8e8588cbf0f462423f7d864ba,1,2,1,47.44
c3b52dc8daa95457b88d258c2ebd55a0a,1,1,1,25.23
72b129617546be2b0e88c7ccb961378ea,1,1,2,575.68
40100562b4c65bc39a1feee1c171bb12a,1,2,1,52.58
62a575a2a9f2c005b7ec7ff7dd76d5eea,1,1,4,127.64
f633fefe2dab012ecd550010242ccf0ea,1,1,4,152.58
b4bf86ceca8b763240fd6be6d5e313baa,1,1,4,211.06
5be61c2985384bfd881d4463c25ee652a,1,1,1,209.43
b9537572afb58dddb806613be382ad05a,1,1,2,132.04
83351d37493926bef518c18c8ece3a9fa,1,1,3,92.76
cc38d740da287b3c64f4d1f3d4ee4f86a,1,1,2,55.02
218ccc84d9bd2cf98f2bc246f70f91c8a,1,2,1,72.17
ce9e623dd0def1f905a5c5ba0c99f65aa,1,1,1,30.32
f08dc1531373f63ea0779a333ae40275a,1,1,2,29.22
e3c2bd85842c8c1e31ed960eea5fa85ca,1,1,8,390.63
c2b170fa201b85b5a2447365d111af05a,1,1,3,172.16
72705672ab6238e6354d9889c34ec409a,1,2,1,75.56
b6e190ca29f9376b0743c8e68506a565a,1,1,1,43.25
bf7035d2beda25b2a6b98c676ad04895a,1,1,4,78.44
32c618cf9e5152197af878badcd117cca,1,4,1,58.46
ab6d00347b9055691972ac20f00df77ba,1,1,2,142.56
d4308c105262daee5f407e855f5c1e25a,1,1,2,98.65
73465e1b285d2f5f6067c118ff99d204a,1,1,6,158.07
73b017a765ea2600be8cf4e374de23bda,1,1,1,110.58
b7e56bc4544b2d0098a4571a45eea22ca,1,1,1,169.2
6d5f62b312ef08610aa99b1a365ec10ba,1,1,5,72.18
cdd61af8ec58bfe7f1fe17f86bf64a28a,1,1,2,126.46
23371f485b357c6cc3987ceec664e973a,1,2,1,68.25
a86a34972a168f819d4e6fbf8d07a264a,1,1,2,42.27
de7160c97baceae5b576f3266f6b5752a,1,1,1,268.81
12582224cebac18145db6690144db314a,1,1,1,37.37
6a1b1daa125c4b8bc963eed285ae2a95a,1,1,1,107.79
7ef2c6899131acab158119767e5880d5a,1,1,3,83.56
e93510a1b0e70c6f717c60f67ad314f2a,1,1,3,169.15
cd81b7b31890c8ba170157abdfcd941fa,1,1,1,57.6
3981a5c8c4dbdfc725c00d6f464d852da,1,1,1,175.3
724ce270686637620b2fdeb626828db6a,1,1,8,81.44
b8dd3c581f151ae1f4a0b011b0715ecaa,1,1,5,175.99
e289e03a994a1caeb6035f1a6a7c3627a,1,4,1,150.98
9ba2c9b0388923ffcdc4c4f3dffec0a8a,1,1,1,46.35
4382f48f29370e70ec4ef6aa3578e1c9a,1,1,7,79.76
e08de031276032b05881e30eac0860c9a,1,1,2,68.4
c69f4cc5c5972fa769d36bfdfc17894ca,1,2,1,85.81
a85f6d573e494907ed413a50ba08771ba,1,2,1,890.82
34d9ffa2e1d65d04ef6c8d4265180939a,1,1,1,133.05
d9e05f5c9c364436b18207eeff4f789ea,1,1,1,152
f148421b496a9c495b4f11e96b05f424a,1,1,2,201.98
844bb4883a6197cc8dba3fba3624ab5aa,1,1,1,89.58
703a50ce51c6547dfde74fd28cd92343a,1,2,1,25.36
be3e82e85f91b973f1fbc0c75fb1b465a,1,3,1,22.29
6f0b1a3d5ac1fca603d1eb8687fdba05a,1,1,6,348.43
302a24de3b0c53d916a333a0ad6dce5fa,1,1,1,54.05
45904bc2f27b4b3d71f27fc638080399a,1,4,1,118.35
d2e1e475eb8219af9fae283307d88860a,1,1,1,39.75
73a701180eb8c7933d23e211f735302ba,1,1,1,50.7
bd116e3c15911b8f09db896e682cb30ca,1,1,2,155.29
f6947f41d3ea19023c3e4e3a63887745a,1,1,2,49.82
1940003dc4662f79dd29e9070a02a7a7a,1,2,1,73.49
50021fe1c383504485a0b12adcee0765a,1,4,1,109.72
438d4df3e56a6ca1618791c7cd1588aaa,1,1,1,29.92
fe91d55ea129eb6d5a2d5fc82bcacbd0a,1,1,4,47.3
13188f2e3cfdae1480d1552e58d19d7da,1,2,1,163.38
0fa74380a36f2849cfa58d692f22d5f0a,1,1,3,162.15
b37f75b6989911c687965cee14dc22caa,1,1,8,540.06
0fc5deb2df203e00080d925c2c8d1dfda,1,1,9,202.91
3e4fbccb16133fd341f745f8be520648a,1,1,1,25.73
0c80c82bdef7f227e7483cdd3c94f697a,1,1,1,13.35
0e78cb0dc0e9e34f24bab8c86de949f1a,1,1,1,188.04
e7869ef0f308ee59d80cbef29044e126a,1,2,1,129.53
b5b45b75641df9adb6a1a1609bcb77f9a,1,2,1,108.63
a8fabca91cde3202401e6078441f1cd2a,1,2,1,174.09
a998ec4b6a17e44f5fc86f4d0c8d734ba,1,1,1,117.58
fd607d0a02cb276bc764a15f80f0423fa,1,2,1,381.48
